ADDRESS,form_address,lat,long
"5600 CRAGGY PT, Austin, TX","5600 Craggy Point, Austin, TX 78731, USA",30.339433,-97.7835478
"5600 KATYDID LN, Austin, TX","5600 Katydid Ln, Austin, TX 78744, USA",30.167558,-97.7506564
"5600 LITTLE THEATER BND, Austin, TX","5600 Little Theater Bend, Austin, TX 78747, USA",30.14329709999999,-97.7681059
"5600 MALARKEY RD, Austin, TX","5600 Malarkey Rd, Del Valle, TX 78617, USA",30.171621,-97.619429
"5600 PARKCREST DR, Austin, TX","5600 Parkcrest Dr, Austin, TX 78731, USA",30.3375719,-97.75926749999999
"5600 S PLEASANT VALLEY RD, Austin, TX","5600 S Pleasant Valley Rd, Austin, TX 78744, USA",30.1911431,-97.7450866
"5600 SAMUEL HUSTON AVE, Austin, TX","5600 Samuel Huston Ave, Austin, TX 78721, USA",30.2799145,-97.6745548
"5600 SUNSHINE DR, Austin, TX","5600 Sunshine Dr, Austin, TX 78756, USA",30.3274839,-97.7288676
"5600 TALLOW TREE DR, Austin, TX","5600 Tallow Tree Dr, Austin, TX 78744, USA",30.195515,-97.75450889999999
"5600 TERI RD, Austin, TX","5600 Teri Rd, Austin, TX 78744, USA",30.1935251,-97.7343501
"5600 VIEWPOINT DR, Austin, TX","5600 Viewpoint Dr, Austin, TX 78744, USA",30.200339,-97.7288236
"5600 WAGON TRAIN RD, Austin, TX","5600 Wagon Train Rd, Austin, TX 78749, USA",30.2241122,-97.8587474
"5600 WESTMINSTER DR, Austin, TX","5600 Westminster Dr, Austin, TX 78723, USA",30.3087651,-97.6905723
"5700 BALCONES DR, Austin, TX","5700 Balcones Dr, Austin, TX 78731, USA",30.3379646,-97.7566777
"5700 CLAYSTONE CV, Austin, TX","5700 Claystone Cove, Austin, TX 78744, USA",30.1906072,-97.74657200000001
"5700 E BEN WHITE BLVD SVRD EB, Austin, TX","E Ben White Blvd, Austin, TX, USA",30.2137755,-97.7203996
"5700 E PARMER LN, Austin, TX","5700 E Parmer Ln, Pflugerville, TX 78660, USA",30.369669,-97.61373599999999
"5700 GLOUCESTER LN, Austin, TX","5700 Gloucester Ln, Austin, TX 78723, USA",30.3037438,-97.6792505
"5700 HAMMERMILL RUN, Austin, TX","5700 Hammermill Run, Austin, TX 78744, USA",30.1916396,-97.7480575
"5700 KATYDID LN, Austin, TX","5700 Katydid Ln, Austin, TX 78744, USA",30.1679151,-97.75004159999999
"5700 LIBYAN DR, Austin, TX","5700 Libyan Dr, Austin, TX 78745, USA",30.2109351,-97.79022590000001
"5700 MAGEE BND, Austin, TX","5700 Magee Bend, Austin, TX 78749, USA",30.2108602,-97.8689004
"5700 MEDICINE CREEK DR, Austin, TX","5700 Medicine Creek Dr, Austin, TX 78735, USA",30.2560915,-97.8840443
"5700 MERRYWING CIR, Austin, TX","5700 Merrywing Cir, Austin, TX 78730, USA",30.3817664,-97.8500763
"5700 N IH 35 NB, Austin, TX","5700 N Interstate 35 Frontage Rd, San Marcos, TX 78666, USA",29.8097951,-98.0117493
"5700 N MOPAC EXPY NB, Austin, TX","N Mopac Expy, Austin, TX, USA",30.3795097,-97.7376594
"5700 S CONGRESS AVE, Austin, TX","5700 S Congress Ave, Austin, TX 78745, USA",30.2039117,-97.77575619999999
"5700 SENDERO HILLS PKWY, Austin, TX","5700 Sendero Hills Pkwy, Austin, TX 78724, USA",30.289158,-97.648197
"5700 SIERRA MADRE, Austin, TX","5700 Sierra Madre, Austin, TX 78759, USA",30.41775639999999,-97.7524716
"5700 SILVER SCREEN DR, Austin, TX","5700 Silver Screen Dr, Austin, TX 78747, USA",30.1404868,-97.7688294
"5700 TRACY LYNN LN, Austin, TX","5700 Tracy Lynn Ln, Austin, TX 78721, USA",30.2559649,-97.68823990000001
"5700 WIGHT CV, Austin, TX","5700 Wight Cove, Austin, TX 78723, USA",30.307133,-97.6866998
"5700 WOODROW AVE, Austin, TX","5700 Woodrow Ave, Austin, TX 78756, USA",30.3292448,-97.73290469999999
"5800 COUGAR DR, Austin, TX","5800 Cougar Dr, Austin, TX 78745, USA",30.2079771,-97.7861381
"5800 GLOUCESTER LN, Austin, TX","5800 Gloucester Ln, Austin, TX 78723, USA",30.3048675,-97.6786233
"5800 GLOWING STAR TRL, Austin, TX","5800 Glowing Star Trail, Austin, TX 78724, USA",30.2791768,-97.6268633
"5800 MANOR RD, Austin, TX","5800 Manor Rd, Austin, TX 78723, USA",30.30598019999999,-97.6808193
"5800 TRAILRIDGE CIR, Austin, TX","5800 Trailridge Cir, Austin, TX 78731, USA",30.3409136,-97.7562074
"5800 W US 290 HWY EB, Austin, TX","5800 US-290, Giddings, TX 78942, USA",30.1677771,-96.8551427
"5800 WELSH WAY, Austin, TX","5800 Welsh Way, Del Valle, TX 78617, USA",30.1686184,-97.61779709999999
"5800 WESTMINSTER DR, Austin, TX","5800 Westminster Dr, Austin, TX 78723, USA",30.3114273,-97.6905512
"5900 ABBY ANN LN, Austin, TX","5900 Abby Ann Ln, Austin, TX 78747, USA",30.138824,-97.7673859
"5900 AVERY ISLAND AVE, Austin, TX","5900 Avery Island Ave, Austin, TX 78727, USA",30.4345587,-97.7442717
"5900 DUNBURY DR, Austin, TX","5900 Dunbury Dr, Austin, TX 78723, USA",30.3139136,-97.694389
"5900 FAIRLANE DR, Austin, TX","5900 Fairlane Dr, Austin, TX 78757, USA",30.3385903,-97.75255639999999
"5900 HIDDEN VALLEY TRL, Austin, TX","5900 Hidden Valley Trail, Austin, TX 78744, USA",30.188111,-97.744654
"5900 N IH 35 SVRD SB, Austin, TX","N Interstate Hwy 35, Austin, TX, USA",30.3733721,-97.6785463
"5900 PINO LN, Austin, TX","5900 Pino Ln, Austin, TX 78744, USA",30.1904872,-97.74960929999999
"5900 S CONGRESS AVE, Austin, TX","5900 S Congress Ave, Austin, TX 78745, USA",30.2023064,-97.77639669999999
"5900 SHOALWOOD AVE, Austin, TX","5900 Shoalwood Ave, Austin, TX 78757, USA",30.3354338,-97.7431344
"5900 WESTMINSTER DR, Austin, TX","5900 Westminster Dr, Austin, TX 78723, USA",30.312236,-97.6916751
"600 ABIA WAY, Austin, TX","Austin-Bergstrom International Airport (AUS), 3600 Presidential Blvd, Austin, TX 78719, USA",30.194085,-97.67108859999999
"600 AUGUSTA AVE, Austin, TX","600 Augusta Ave, Austin, TX 78703, USA",30.276272,-97.7652079
"600 BAYLOR ST, Austin, TX","600 Baylor St, Austin, TX 78703, USA",30.2719284,-97.75497949999999
"600 BOULDIN AVE, Austin, TX","600 Bouldin Ave, Austin, TX 78704, USA",30.2585989,-97.754424
"600 CALLES ST, Austin, TX","600 Calles St, Austin, TX 78702, USA",30.258252,-97.71271109999999
"600 COMAL ST, Austin, TX","600 Comal St, Austin, TX 78702, USA",30.2640565,-97.7259454
"600 E 43RD ST, Austin, TX","600 E 43rd St, Austin, TX 78751, USA",30.3042439,-97.7251529
"600 E 4TH ST, Austin, TX","600 E 4th St, Austin, TX 78701, USA",30.264751,-97.73724899999999
"600 E BEN WHITE BLVD SVRD EB, Austin, TX","600 E Ben White Blvd, Austin, TX 78704, USA",30.219733,-97.756316
"600 ELMWOOD PL, Austin, TX","600 Elmwood Pl, Austin, TX 78705, USA",30.2908303,-97.73339639999999
"600 EMERALD WOOD DR, Austin, TX","600 Emerald Wood Dr, Austin, TX 78745, USA",30.2128726,-97.77855579999999
"600 GUNTER ST, Austin, TX","600 Gunter St, Austin, TX 78702, USA",30.2561575,-97.7034824
"600 HAMMACK DR, Austin, TX","600 Hammack Dr, Austin, TX 78752, USA",30.3299108,-97.71996659999999
"600 HYDE PARK PL, Austin, TX","600 Hyde Park Pl, Austin, TX 78748, USA",30.1768551,-97.7983457
"600 MAIDEN LN, Austin, TX","600 Maiden Ln, Austin, TX 78705, USA",30.3015509,-97.7389305
"600 MEDINA, Austin, TX","600 Medina St, Austin, TX 78702, USA",30.2647702,-97.7315132
"600 ORLAND BLVD, Austin, TX","600 Orland Blvd, Austin, TX 78745, USA",30.2160878,-97.7760192
"600 PRESSLER ST, Austin, TX","600 Pressler St, Austin, TX 78703, USA",30.273915,-97.76020319999999
"600 ROBERT T MARTINEZ JR ST, Austin, TX","600 Robert Martinez Jr St, Austin, TX 78702, USA",30.2602953,-97.71861039999999
"600 SUNDIAL CV, Austin, TX","600 Sundial Cove, Austin, TX 78748, USA",30.1816061,-97.79331499999999
"600 THRUSH AVE, Austin, TX","600 Thrush Ave, Austin, TX 78753, USA",30.3787163,-97.67672259999999
"600 UPSON ST, Austin, TX","600 Upson St, Austin, TX 78703, USA",30.2786698,-97.7707377
"600 W 10TH ST, Austin, TX","600 W 10th St, Austin, TX 78701, USA",30.2736035,-97.7472299
"600 W 11TH ST, Austin, TX","600 W 11th St, Austin, TX 78701, USA",30.2743049,-97.7467221
"600 W 29TH ST, Austin, TX","600 W 29th St, Austin, TX 78705, USA",30.295393,-97.7428144
"600 W 30TH ST, Austin, TX","600 W 30th St, Austin, TX 78705, USA",30.2966971,-97.74199709999999
"600 W 38TH ST, Austin, TX","600 W 38th St, Austin, TX 78705, USA",30.3027405,-97.7381807
"600 W CESAR CHAVEZ ST, Austin, TX","600 W Cesar Chavez St, Austin, TX 78701, USA",30.2655457,-97.7504373
"600 W KOENIG LN, Austin, TX","600 W Koenig Ln, Austin, TX 78752, USA",30.323767,-97.7234928
"6000 ATWOOD ST, Austin, TX","6000 Atwood St, Austin, TX 78741, USA",30.2399524,-97.698015
"6000 E BEN WHITE BLVD EB, Austin, TX","500 E Ben White Blvd #1000, Austin, TX 78704, USA",30.2214658,-97.7567376
"6000 E BEN WHITE BLVD SVRD EB, Austin, TX","7501 E Ben White Blvd, Austin, TX 78741, USA",30.216469,-97.69359999999999
"6000 FAIRWAY ST, Austin, TX","6000 Fairway St, Austin, TX 78741, USA",30.230054,-97.7052891
"6000 IDLEWOOD CV, Austin, TX","6000 Idlewood Cove, Austin, TX 78745, USA",30.2020711,-97.77747319999999
"6000 LEVANDER LOOP, Austin, TX","A, 7201 Levander Loop, Austin, TX 78702, USA",30.2514494,-97.6895177
"6000 LOYOLA LN, Austin, TX","6000 Loyola Ln, Austin, TX 78724, USA",30.3025152,-97.6530678
"6000 N IH 35 NB, Austin, TX","6000 N Interstate 35 Frontage Rd, Robinson, TX 76706, USA",31.4830442,-97.1580261
"6000 OLD FREDERICKSBURG RD, Austin, TX","6000 Old Fredericksburg Rd, Austin, TX 78749, USA",30.2339571,-97.8485899
"6000 PERLITA DR, Austin, TX","6000 Perlita Dr, Austin, TX 78724, USA",30.291993,-97.644736
"6000 PINON VISTA DR, Austin, TX","6000 Pinon Vista Dr, Austin, TX 78724, USA",30.2910022,-97.6444909
"6000 S IH 35 SB, Austin, TX","9900 S IH 35 Frontage Rd, Austin, TX 78748, USA",30.1540411,-97.7941972
"6000 S IH 35 SVRD SB, Austin, TX","Svrd, 9900 S IH 35 Frontage Rd Bldg R, Austin, TX 78748, United States",30.1540302,-97.7924434
"6000 TECHNI CENTER DR, Austin, TX","6000 Techni Center Dr, Austin, TX 78721, USA",30.277327,-97.6701109
"6000 TRACY LYNN LN, Austin, TX","6000 Tracy Lynn Ln, Austin, TX 78721, USA",30.25541,-97.6862469
"6100 CONTI CT, Austin, TX","6100 Conti Ct, Austin, TX 78744, USA",30.1670943,-97.745511
"6100 DEVONSHIRE CV, Austin, TX","6100 Devonshire Cove, Austin, TX 78723, USA",30.3102565,-97.6812009
"6100 FM 969 RD, Austin, TX","969 Farm to Market 1626, Austin, TX 78748, USA",30.1402357,-97.83123289999999
"6100 HILL FOREST DR, Austin, TX","6100 Hill Forest Dr, Austin, TX 78749, USA",30.23122549999999,-97.84619909999999
"6100 N IH 35 SB, Austin, TX","6100 N Lamar Blvd, Austin, TX 78752, USA",30.3295977,-97.7242594
"6100 OLIVER LOVING TRL, Austin, TX","6100 Oliver Loving Trail, Austin, TX 78749, USA",30.22495,-97.86696339999999
"6100 PALM CIR, Austin, TX","6100 Palm Cir, Austin, TX 78741, USA",30.2343482,-97.70083559999999
"6100 PARLIAMENT DR, Austin, TX","6100 Parliament Dr, Austin, TX 78724, USA",30.2890466,-97.6620275
"6100 PEBBLE GARDEN CT, Austin, TX","6100 Pebble Garden Ct, Austin, TX 78739, USA",30.1844415,-97.8934001
"6100 S IH 35 SVRD SB, Austin, TX","Sir Swante Palm Neighborhood Park, 200 N IH 35 Svrd SB, Austin, TX 78701, USA",30.2627884,-97.73714849999999
"6100 SANDSHOF DR, Austin, TX","6100 Sandshof Dr, Austin, TX 78724, USA",30.2941481,-97.64813559999999
"6100 SEVILLE DR, Austin, TX","6100 Seville Dr, Austin, TX 78724, USA",30.291972,-97.643357
"6100 SOFTWOOD DR, Austin, TX","6100 Softwood Dr, Austin, TX 78744, USA",30.1869292,-97.7481423
"6100 SPEYSIDE DR, Austin, TX","6100 Speyside Dr, Austin, TX 78754, USA",30.365867,-97.610091
"6200 AVIARY CV, Austin, TX","6200 Aviary Cove, Austin, TX 78744, USA",30.1845153,-97.7457656
"6200 BIG HORN CIR, Austin, TX","6200 Big Horn Cir, Austin, TX 78735, USA",30.24634499999999,-97.879108
"6200 BREEZE WAY, Austin, TX","6200 Breeze Way, Austin, TX 78723, USA",30.3094059,-97.6781481
"6200 BURLESON RD, Austin, TX","6200 Burleson Rd, Austin, TX 78744, USA",30.20638,-97.7173575
"6200 CAMERON RD, Austin, TX","6200 Cameron Rd, Austin, TX 78723, USA",30.3199266,-97.6967198
"6200 EMERALD FOREST DR, Austin, TX","6200 Emerald Forest Dr, Austin, TX 78745, USA",30.2056965,-97.7904748
"6200 HYLAWN DR, Austin, TX","6200 Hylawn Dr, Austin, TX 78723, USA",30.3068538,-97.6728059
"6200 LANGHAM ST, Austin, TX","6200 Langham St, Austin, TX 78741, USA",30.227298,-97.7035889
"6200 LONDON DR, Austin, TX","6200 London Dr, Austin, TX 78745, USA",30.2160978,-97.81527489999999
"6200 N IH 35 SVRD SB, Austin, TX","Austin, TX, USA",30.267153,-97.7430608
"6200 NORTHERN DANCER DR, Austin, TX","6200 Northern Dancer Dr, Austin, TX 78746, USA",30.31930179999999,-97.8163369
"6200 PEGGY ST, Austin, TX","6200 Peggy St, Austin, TX 78723, USA",30.3142407,-97.6880703
"6200 PERLITA DR, Austin, TX","6200 Perlita Dr, Austin, TX 78724, USA",30.2933955,-97.643389
"6200 S IH 35 NB, Austin, TX","6200 S Interstate 35 Frontage Rd, New Braunfels, TX 78130, USA",29.8003949,-98.0164273
"6200 S IH 35 SB, Austin, TX","6200 S IH 35 Frontage Rd, Austin, TX 78745, USA",30.1941882,-97.7691292
"6200 VERA LN, Austin, TX","6200 Vera Ln, Austin, TX 78741, USA",30.23865319999999,-97.6962276
"6300 AVERY ISLAND AVE, Austin, TX","6300 Avery Island Ave, Austin, TX 78727, USA",30.4376876,-97.749551
"6300 BETTY COOK DR, Austin, TX","6300 Betty Cook Dr, Austin, TX 78723, USA",30.3093538,-97.67522260000001
"6300 CIRCULO DE AMISTAD, Austin, TX","6300 Círculo De Amistad, Austin, TX 78741, USA",30.234658,-97.697053
"6300 CRAIGWOOD CIR, Austin, TX","6300 Craigwood Cir, Austin, TX 78725, USA",30.2840534,-97.66144460000001
"6300 DORCHESTER DR, Austin, TX","6300 Dorchester Dr, Austin, TX 78723, USA",30.3139349,-97.68564190000001
"6300 E BEN WHITE BLVD EB, Austin, TX","500 E Ben White Blvd #1000, Austin, TX 78704, USA",30.2214658,-97.7567376
"6300 E BEN WHITE BLVD SVRD WB, Austin, TX","E Ben White Blvd, Austin, TX, USA",30.2137755,-97.7203996
"6300 ED BLUESTEIN BLVD SB, Austin, TX","7112 Ed Bluestein Blvd #125, Austin, TX 78723, USA",30.312068,-97.664756
"6300 HICKMAN AVE, Austin, TX","6300 Hickman Ave, Austin, TX 78723, USA",30.3161383,-97.6900634
"6300 HYSIDE DR, Austin, TX","6300 Hyside Dr, Austin, TX 78723, USA",30.30756139999999,-97.6718315
"6300 LA CALMA DR, Austin, TX","6300 La Calma Dr, Austin, TX 78752, USA",30.3244588,-97.7030279
"6300 OASIS DR, Austin, TX","6300 Oasis Dr, Austin, TX 78749, USA",30.2207651,-97.87185129999999
"6300 PORTER ST, Austin, TX","6300 Porter St, Austin, TX 78741, USA",30.231027,-97.69954519999999
"6300 WOODHUE DR, Austin, TX","6300 Woodhue Dr, Austin, TX 78745, USA",30.2053701,-97.7955971
"6400 CIRCLE S RD, Austin, TX","6400 Circle S Rd, Austin, TX 78745, USA",30.1950862,-97.7773296
"6400 CIRCULO DE AMISTAD, Austin, TX","6400 Círculo De Amistad, Austin, TX 78741, USA",30.2339058,-97.6961702
"6400 COLTON BLUFF SPRINGS RD, Austin, TX","6400 Colton-Bluff Springs Rd, Austin, TX 78744, USA",30.1656012,-97.74122469999999
"6400 GREENSBORO DR, Austin, TX","6400 Greensboro Dr, Austin, TX 78723, USA",30.3059208,-97.66733699999999
"6400 HUNTLEIGH WAY, Austin, TX","6400 Huntleigh Way, Austin, TX 78725, USA",30.2830232,-97.66068159999999
"6400 LOYOLA LN, Austin, TX","6400 Loyola Ln, Austin, TX 78724, USA",30.3015734,-97.64881229999999
"6400 NORTH HAMPTON DR, Austin, TX","6400 N Hampton Dr, Austin, TX 78723, USA",30.3139098,-97.6815087
"6400 OLD HARBOR LN, Austin, TX","6400 Old Harbor Ln, Austin, TX 78739, USA",30.1943124,-97.8909334
"6400 SANDSHOF DR, Austin, TX","6400 Sandshof Dr, Austin, TX 78724, USA",30.296717,-97.6470889
"6400 STARSTREAK DR, Austin, TX","6400 Starstreak Dr, Austin, TX 78745, USA",30.1967953,-97.7786402
"6400 THURGOOD AVE, Austin, TX","6400 Thurgood Ave, Austin, TX 78721, USA",30.2620311,-97.6745828
"6400 VIOITHA DR, Austin, TX","6400 Vioitha Dr, Austin, TX 78723, USA",30.3094882,-97.6729331
"6400 WILBUR DR, Austin, TX","6400 Wilbur Dr, Austin, TX 78757, USA",30.3420722,-97.74517150000001
"6500 AUBURNDALE, Austin, TX","6500 Auburndale St, Austin, TX 78723, USA",30.3129608,-97.67708809999999
"6500 AUBURNHILL, Austin, TX","6500 Auburnhill St, Austin, TX 78723, USA",30.3134931,-97.6779361
"6500 CARISBROOKE LN, Austin, TX","6500 Carisbrooke Ln, Austin, TX 78754, USA",30.3522154,-97.6152977
"6500 EAST HILL DR, Austin, TX","6500 E Hill Dr, Austin, TX 78731, USA",30.345928,-97.7536499
"6500 FELIX AVE, Austin, TX","6500 Felix Ave, Austin, TX 78741, USA",30.2342351,-97.6945693
"6500 FM 2222 RD, Austin, TX","6610 Burnet Rd, Austin, TX 78757, USA",30.342471,-97.7389465
"6500 GARDEN VIEW DR, Austin, TX","6500 Garden View Dr, Austin, TX 78724, USA",30.2881462,-97.6588589
"6500 LANCRET HILL DR, Austin, TX","6500 Lancret Hill Dr, Austin, TX 78745, USA",30.2147486,-97.8198631
"6500 MC NEIL DR, Austin, TX","6500 McNeil Dr, Austin, TX 78729, USA",30.4401822,-97.753341699999993
"6500 MELROSE TRL, Austin, TX","6500 Melrose Trail, Austin, TX 78727, USA",30.4395217,-97.7486864
"6500 MIDDLEHAM PL, Austin, TX","6500 Middleham Pl, Austin, TX 78745, USA",30.2002364,-97.78821889999999
"6500 RIVER PLACE BLVD, Austin, TX","6500 River Pl Blvd, Austin, TX 78730, USA",30.3939168,-97.8501332
"6500 STONLEIGH PL, Austin, TX","6500 Stonleigh Pl, Austin, TX 78744, USA",30.1862711,-97.75926299999999
"6500 SUNNYSKY WAY, Austin, TX","6500 Sunnysky Way, Austin, TX 78745, USA",30.19591389999999,-97.7802782
"6500 TORREY PINES CV, Austin, TX","6500 Torrey Pines Cove, Austin, TX 78746, USA",30.2875942,-97.84006749999999
"6600 BAYTHORNE DR, Austin, TX","6600 Baythorne, Austin, TX 78747, USA",30.150384,-97.744253
"6600 BURNET RD, Austin, TX","6600 Burnet Rd, Austin, TX 78757, USA",30.34202639999999,-97.7386848
"6600 DOYAL DR, Austin, TX","6600 Doyal Dr, Austin, TX 78747, USA",30.153969,-97.74237049999999
"6600 GUADALUPE ST, Austin, TX","6600 Guadalupe St, Austin, TX 78752, USA",30.3319374,-97.7183539
"6600 LOST HORIZON DR, Austin, TX","6600 Lost Horizon Dr, Austin, TX 78759, USA",30.4117271,-97.7680929
"6600 LOYOLA LN, Austin, TX","6600 Loyola Ln, Austin, TX 78724, USA",30.2998422,-97.6472919
"6600 MARBLE CREEK LOOP, Austin, TX","6600 Marble Creek Loop, Austin, TX 78747, USA",30.1607309,-97.74020619999999
"6600 N IH 35 NB, Austin, TX","N Interstate Hwy 35, Austin, TX, USA",30.3733721,-97.6785463
"6600 N LAMAR BLVD, Austin, TX","6600 N Lamar Blvd, Austin, TX 78757, USA",30.3345233,-97.72204219999999
"6600 PORTER ST, Austin, TX","6600 Porter St, Austin, TX 78741, USA",30.2295432,-97.6970173
"6600 S IH 35 SB, Austin, TX","S IH 35 Frontage Rd, Austin, TX, USA",30.1806273,-97.776656
"6600 SCRUB OAK LN, Austin, TX","6600 Scrub Oak Ln, Austin, TX 78759, USA",30.427364,-97.76050599999999
"6600 SITIO DEL RIO BLVD, Austin, TX","6600 Sitio Del Rio Blvd, Austin, TX 78730, USA",30.390778,-97.843887
"6600 VALLECITO DR, Austin, TX","6600 Vallecito Dr, Austin, TX 78759, USA",30.4201985,-97.7640598
"6600 WILLAMETTE DR, Austin, TX","6600 Willamette Dr, Austin, TX 78723, USA",30.314804,-97.6784873
"6600 WILLOW WAY, Austin, TX","6600 Willow Way, Austin, TX 78744, USA",30.1850938,-97.75871120000001
"6700 BEAUFORD DR, Austin, TX","6700 Beauford Dr, Austin, TX 78750, USA",30.3776388,-97.7912765
"6700 BRAMBER LN, Austin, TX","6700 Bramber Ln, Austin, TX 78754, USA",30.35185999999999,-97.6125067
"6700 BURNET LN, Austin, TX","6700 Burnet Ln, Austin, TX 78757, USA",30.3429552,-97.7374025
"6700 COLONY LOOP DR, Austin, TX","6700 Colony Loop Dr, Austin, TX 78724, USA",30.2995116,-97.64085159999999
"6700 CROMARTY LN, Austin, TX","6700 Cromarty Ln, Austin, TX 78754, USA",30.3535952,-97.61120989999999
"6700 ED BLUESTEIN BLVD NB, Austin, TX","Ed Bluestein Blvd, Austin, TX, USA",30.2834586,-97.6660934
"6700 MARBLE CREEK LOOP, Austin, TX","6700 Marble Creek Loop, Austin, TX 78747, USA",30.1599371,-97.7384663
"6700 MEADOW LAKE BLVD, Austin, TX","6700 Meadow Lake Blvd, Austin, TX 78744, USA",30.1803693,-97.7508905
"6700 N MOPAC EXPY NB, Austin, TX","N Mopac Expy, Austin, TX, USA",30.3795097,-97.7376594
"6700 OLD QUARRY LN, Austin, TX","6700 Old Quarry Ln, Austin, TX 78731, USA",30.3500554,-97.7568119
"6700 ONDANTRA BND, Austin, TX","6700 Ondantra Bend, Austin, TX 78744, USA",30.1644315,-97.7331555
"6700 PORTER ST, Austin, TX","6700 Porter St, Austin, TX 78741, USA",30.2296023,-97.69585599999999
"6700 RIPPLE RUN, Austin, TX","6700 Ripple Run, Austin, TX 78744, USA",30.1813951,-97.75324619999999
"6700 S IH 35 SB, Austin, TX","9600 S IH-35, Service Rd SB Ste S225, Austin, TX 78748, United States",30.158796,-97.79087799999999
"6700 SHANNON DR, Austin, TX","6700 Shannon Dr, Austin, TX 78724, USA",30.2988395,-97.64161969999999
"6700 STONLEIGH PL, Austin, TX","6700 Stonleigh Pl, Austin, TX 78744, USA",30.18458699999999,-97.7603458
"6700 WEST GATE BLVD, Austin, TX","6700 West Gate Blvd, Austin, TX 78745, USA",30.2100142,-97.8147438
"6800 DEBORAH DR, Austin, TX","6800 Deborah Dr, Austin, TX 78752, USA",30.3317377,-97.7110155
"6800 DUBUQUE LN, Austin, TX","6800 Dubuque Ln, Austin, TX 78723, USA",30.3138939,-97.67034699999999
"6800 GREYCLOUD DR, Austin, TX","6800 Greycloud Dr, Austin, TX 78745, USA",30.1947773,-97.78560189999999
"6800 N CYPRESS PT, Austin, TX","6800 Cypress Point N, Austin, TX 78746, USA",30.2831599,-97.8471862
"6800 N FM 620 RD, Austin, TX","6800 Ranch Rd 620 N, Austin, TX 78732, USA",30.4026683,-97.85703939999999
"6800 OLD QUARRY LN, Austin, TX","6800 Old Quarry Ln, Austin, TX 78731, USA",30.351273,-97.75737
"6800 SMOKEY HILL RD, Austin, TX","6800 Smokey Hill Rd, Austin, TX 78736, USA",30.2442476,-97.8904464
"6800 TULANE DR, Austin, TX","6800 Tulane Dr, Austin, TX 78723, USA",30.3126003,-97.668736
"6800 TULLOCH WAY, Austin, TX","6800 Tulloch Way, Austin, TX 78754, USA",30.3548571,-97.61068039999999
"6800 WALKUP LN, Austin, TX","6800 Walkup Ln, Austin, TX 78747, USA",30.1513546,-97.74109729999999
"6800 WILLAMETTE DR, Austin, TX","6800 Willamette Dr, Austin, TX 78723, USA",30.3156325,-97.67581609999999
"6800 WOOD HOLLOW DR, Austin, TX","6800 Wood Hollow Dr, Austin, TX 78731, USA",30.3505559,-97.75488589999999
"6800 WOODHUE DR, Austin, TX","6800 Woodhue Dr, Austin, TX 78745, USA",30.2004107,-97.7987728
"6900 BROAD BROOK DR, Austin, TX","6900 Broad Brook Dr, Austin, TX 78747, USA",30.1549843,-97.7373205
"6900 CHERRYDALE DR, Austin, TX","6900 Cherrydale Dr, Austin, TX 78745, USA",30.201385,-97.8041135
"6900 COOPER LN, Austin, TX","6900 Cooper Ln, Austin, TX 78745, USA",30.1964942,-97.7924329
"6900 DUBUQUE LN, Austin, TX","6900 Dubuque Ln, Austin, TX 78723, USA",30.3144586,-97.66835449999999
"6900 E BEN WHITE BLVD WB, Austin, TX","2028 E Ben White Blvd #240, Austin, TX 78741, USA",30.217122,-97.7433205
"6900 E US 290 HWY SVRD WB, Austin, TX","US-290, Texas, USA",30.2649227,-97.73501300000001
"6900 HART LN, Austin, TX","6900 Hart Ln, Austin, TX 78731, USA",30.351909,-97.758659
"6900 MANOR RD, Austin, TX","6900 Manor Rd, Austin, TX 78723, USA",30.3122744,-97.6658957
"6900 MC NEIL DR, Austin, TX","6900 McNeil Dr, Austin, TX 78729, USA",30.4375084,-97.7600935
"6900 MEADOR AVE, Austin, TX","6900 Meador Ave, Austin, TX 78752, USA",30.32636519999999,-97.69830139999999
"6900 N FM 620 RD, Austin, TX","6900 N FM 620, Austin, TX 78732, USA",30.4027916,-97.8546554
"6900 PRISCILLA DR, Austin, TX","6900 Priscilla Dr, Austin, TX 78752, USA",30.3322846,-97.71160940000001
"6900 PROVIDENCE AVE, Austin, TX","6900 Providence Ave, Austin, TX 78752, USA",30.32687,-97.699367
"6900 S 1ST ST, Austin, TX","6900 S 1st St, Austin, TX 78745, USA",30.195192,-97.7894079
"6900 THISTLE HILL WAY, Austin, TX","6900 Thistle Hill Way, Austin, TX 78754, USA",30.3490704,-97.6131817
"6900 W US 290 HWY EB, Austin, TX","US-290, Texas, USA",30.2649227,-97.73501300000001
"7 MADRONA DR, Austin, TX","7 Madrona Dr, Austin, TX 78744, USA",30.21927,-97.6852383
"700 BLACKSON AVE, Austin, TX","700 Blackson Ave, Austin, TX 78752, USA",30.3358563,-97.7039867
"700 CHALMERS AVE, Austin, TX","700 Chalmers Ave, Austin, TX 78702, USA",30.2635583,-97.7241562
"700 DULWICH ST, Austin, TX","700 Dulwich St, Austin, TX 78748, USA",30.180536,-97.79849639999999
"700 E 49TH ST, Austin, TX","700 E 49th St, Austin, TX 78751, USA",30.3111,-97.71841200000001
"700 E 53RD ST, Austin, TX","700 E 53rd St, Austin, TX 78751, USA",30.3155126,-97.7167015
